770567971701940224	NEU
770503386789711872	N
770502863017635840	P
770599972102348800	P
770599962216390656	N
770599405816864768	P
770453393714348032	NEU
770466143098241025	N
770536258682617856	N
770613199200620545	NEU
770612909105905665	N
770610067146235904	N
770633854667386880	P
770633713822601216	NONE
770443909260570624	P
770434045469659136	N
770463923342540800	P
770496679632076800	N
770456170691780608	N
770499448438915072	N
770510704080281600	P
770434546168897536	N
770081000747573248	P
770080539130916864	N
770080368636592129	N
770772755637764096	P
770789027142328326	NEU
770792054519656448	N
770773957775593472	N
770877057765105664	N
770942085960724480	N
770941295883853824	P
770940641601781760	P
770940052557950976	N
770948285288841216	N
770947728792817665	NONE
770947357173243906	P
770946843383631873	N
770943381652504576	NONE
770918556825427969	P
770918502865702912	P
770914817360195601	NONE
770914042567327746	N
770960812785692672	N
770960332818935809	P
770963910707019776	N
770963684705308672	P
770959151992274945	N
770967255773507584	P
770938978916761600	N
770938248537530368	P
770938227570139136	P
770967899485986816	P
770799001071476736	P
770802532855799808	N
770809220291760128	N
770814690490548224	N
770792942151798784	N
770910691960160256	P
770952598954373120	N
770951927291056129	N
770924366884397056	N
770882694586757120	P
770865009991745536	P
770851876896202752	N
770905627212251136	P
770904895104884736	P
770902590817271808	P
770880018398515200	N
770919109919924224	P
770891179596582913	N
770889745337548800	N
770862443908202496	P
769849700941955072	P
769847264332439552	P
769846566593171456	NONE
769813375924789248	N
769812093130383360	N
769850987133693952	N
769837775633911808	NEU
769836787632050176	P
769835981549830144	P
769865680967598080	N
769865302125469696	N
769880535325937664	N
769707294019977216	P
769706280244154368	N
769705694283046913	N
769715235884236800	N
769744454026690561	N
769580781194899456	P
769605663756578820	NEU
769605224612978688	P
769651462062403584	N
769653122578911232	P
769871360638218240	N
769867907694288896	N
769963990160138241	P
769963110539165696	P
769968677269729280	N
769968532314529792	N
769968293184765952	N
769967832876613632	N
769967293988306944	N
769628373966524416	N
769645274440531968	P
769665676676038656	N
769665186760384512	N
769664229590925313	N
769647989652647936	N
769641872981622784	N
769667580248354817	P
769666919016361985	P
769666312083759108	N
769639779629694976	N
769668555650588672	N
769898106548813824	P
769903961507762176	P
769901444505989121	N
769901202872164356	P
769900426867175424	P
769899517365874689	P
769899057586249728	N
769909632169041921	N
769909114109648900	P
769882149088595968	N
769881236533895168	P
769896391938375680	P
769896030234107904	NONE
769620703301828608	N
769619934989213696	P
769607373224812544	NONE
769599499027279872	N
769598379039023104	P
769603190148988928	NONE
769602909571022848	N
769597539305791488	NONE
769604198639996928	N
769623387081760768	P
769593938634309633	P
769874402964111360	P
769919268020510720	N
769918960577998848	N
769921244674285569	P
769912889553682432	P
769912712373661696	NONE
769915541301653504	N
769914697411883008	N
769925890763612161	N
769912203919130624	P
769763768792412160	NONE
769782206021632000	P
769795043729272832	N
769834725997473793	N
769831806132772864	N
769830949156773888	N
769830814158819328	N
769818730511659008	N
769808386519101440	P
769822389538611200	P
769822274933448704	P
772410757115944965	N
772409576381644800	N
772408982434709504	N
772408946393047043	N
772408919746605056	P
772544273296261121	P
772543746361663488	P
772542718002298880	P
772544684744925184	N
772549660653355009	NONE
772548606112960512	N
772548491499429888	P
772542003418726401	P
772547740081524736	N
772547177566593024	NONE
772546568545337345	N
772523605603323905	P
772552969271255040	N
772552895803887616	P
772552312573325312	NEU
772552256336125952	N
771426766300872704	P
771426551627911172	N
771426339647787008	N
771440595852288000	N
771440279668813824	N
771439976160628736	N
771439744446234625	P
771439227825455104	N
771441410071560193	N
771446306187440128	N
771465068718481408	N
771465060153688070	N
771464641780285445	N
771439080785711104	NEU
771438847104278528	P
771437334944485376	N
771437181034491904	N
771436170706313216	P
771436046420701184	N
770675440138776577	P
770674641530740736	N
770749708163772417	N
770749467092025344	P
770740280446291969	N
770740237941280768	NEU
770751062257074178	N
770746512309641216	P
770746453262229504	N
770746150341189633	P
770742343741935616	N
770748893499973632	P
770748820896489473	P
770747892785184768	N
772425714196942848	N
772461065510715392	P
772428319706972160	P
772423981848727552	N
772423177490276352	N
772422657077805056	P
772421566026113024	NEU
772453896472109056	N
772451038125252608	P
772450051276759040	P
772455857254727680	N
772458982988447745	N
772457888501604352	P
772461713962725376	N
772437823685361665	P
772437168052637696	N
772436403900805120	NEU
772435799988178944	N
772435505350836224	N
772435295916658688	N
772400193765597184	P
772397615501762560	N
772396111092977664	N
772504520291221504	N
772504080287760385	P
772503834363039744	N
772497616672321536	N
772494646098419712	P
772493963290873856	N
772493962468814848	N
772499531363676160	N
772501852118278144	N
772506690197553153	N
772506009118072832	P
772077411575926784	P
772043139934785536	N
772042621137084416	N
772042482930556928	P
772042274150686720	N
772028149056012289	P
772079720821301249	P
772057480545304576	N
772057092568018944	N
772082514127155201	NEU
772081347032743936	P
772076047651266561	N
772075430220267521	N
772073514333536256	P
772073446150959104	N
772072462347563008	N
772518244783689728	N
772515729686003712	N
772376382995300352	P
772374341078089728	P
772521392331972608	N
772508582923337729	P
772522938327334912	P
772522421911973889	N
772530090639028224	P
772529108324614144	P
772529107896786945	N
772528762055516160	N
772528063313809409	N
772393816129171457	P
772393100069236736	P
772390584610852864	NONE
772537325305946113	P
772537259895775232	P
772536359475085312	P
772533013926338562	N
772532822087204864	P
772535014483435520	N
772534279876317184	NEU
772538176930021376	N
772475367416328192	P
772474830620860416	N
772474018490359808	N
772473785995894784	P
772440552252014592	N
772438627817316352	NONE
772438625594335232	NONE
772438256814288897	N
772438255241428992	P
772470337720246272	N
772469895443415040	P
772475610295926785	P
772466616730779649	N
772469006678781952	P
772468330548621314	N
772449022913241088	N
772447973469020160	N
772472831703650304	N
772472781657300992	NONE
772490608887885824	N
772489992442642432	N
772485219454705665	N
772481214385098752	N
771432153376821248	N
771431910073655296	P
771353723750780929	P
771353588551544832	N
771431409340809217	P
771431380676911104	P
771430995220426752	P
771430164869836801	N
771349277226438656	N
771408825958199296	P
771407533936345089	P
771407412096008192	N
771425460140052480	NEU
771425122032951296	N
771422610076864512	N
771450529910226944	N
771449430276993024	N
771422471849467905	P
771422391499104256	N
771422152654553088	P
771421649254096896	N
771421546502057984	N
771402790639919104	P
771346235420712960	N
771345696775700480	N
771383740870393856	NONE
771382571150241792	P
771435157534470144	N
771434313615306752	NONE
771410818453864449	P
771413397707587584	P
771415864780390400	N
771415727085592578	P
771436006532874241	P
771387396202037248	N
771387135538696193	N
771386705182134274	P
771357889969680386	P
771357785602793472	N
771379905661632512	NEU
771400212522893312	N
771377681422249985	P
771376793316196352	N
771376546762326016	N
771429919855349761	N
771429758731186176	N
771429757120643072	NEU
771428301340573697	P
771428188400615424	P
771458353302237184	N
771457456035823620	P
771457153429344257	N
771463356091858944	NEU
771461470970384384	P
771461270063243268	N
771452078183030784	P
771454404763549696	N
771455113990922241	P
771454773774147585	N
771448894861545474	P
771447900689891328	P
771471978154827776	P
771471745870102528	N
771471675124813824	N
771471627628515328	N
771474472972980224	NONE
771480890627219456	N
771480876102320129	N
771272203119816704	N
771272065445990400	P
771271592437551105	N
771271274500911104	N
771343779894849540	NEU
771342251289153536	P
771342004303306754	P
771320898418794496	NEU
771320208585809921	P
771319376414998528	N
771319189747429376	NEU
771318840949178368	P
771318242707120128	N
771318195944914945	N
771318170435084288	N
771318036364140545	NONE
771317120676208640	P
771339452547473410	N
771337102860619776	N
771336990818205700	N
771341780843372545	N
771341375040356352	P
771341281410838528	N
771340769575796740	P
771335562603134976	N
771334025789177861	P
771345090199556102	NEU
771345083270590464	P
771388920739364865	N
771355957360201728	N
771355823381573632	P
771354989490999296	N
771354889918218240	N
771354860667146240	NEU
771333261494722560	N
771332814763618304	NONE
771332534118514689	P
771366862357692416	N
771365359366578176	N
771370241091776513	P
771364639158525952	N
771363212277186560	NEU
771361422685134848	P
771360851894960128	N
771360730960498688	N
771390674222641153	N
771135602884505602	P
771135475885244418	NEU
771134971746459648	P
771206429445238784	N
771295248760840192	NONE
771294298931421184	P
771294072715771904	P
771292693175689216	NONE
771305040585879552	N
771304426598387712	P
771303902650085377	N
771303869896728577	P
771303653579841536	P
771323012431872000	N
771309321242095617	P
771309160835063808	NEU
771308729211813890	P
771308145771773952	N
771308087344889857	N
771302670078451712	P
771301350785290240	N
771300591142375424	P
771300315786338304	P
771312071371739136	N
771311444457431040	N
771311339406897152	N
771310015214784512	P
771327547766345728	N
771327062766448645	N
771326440751009792	N
771330096980516864	P
771329837894135810	P
771120362830594048	N
771119282407219201	P
771119164362780677	N
771138957606281217	N
771138859044339712	NONE
771137903812550656	P
771253488269484032	P
771253031522361344	N
771252286915878912	P
771252022687309824	N
771251965019852806	P
771251376546390017	P
771250536171446272	P
771250195325591552	N
771765617653325825	P
771765026562637824	P
771764459006201856	N
771757934422396928	N
771757679001870336	N
771761247754842112	N
771763975595909121	N
771754881514369024	P
771656948475236356	N
771654442198241281	P
771654387500396545	P
771654375135518720	N
771715764122517504	P
771715454075277313	N
771716656473186304	P
771713002148073473	N
771712765593608193	P
771710088847495168	N
771709522817744896	N
771710667682410497	P
771737892884480001	N
771653432532807680	N
771651742081490950	P
771650681757274112	N
771784577924927488	NONE
771783809129967617	P
771783795909484544	N
771792461127622656	P
771791887900565508	P
771791798251429888	N
771791010104049664	P
771795379956383745	N
771789930569891840	N
771788808375402496	N
771786345165496321	P
771797672814583809	N
771797553159499776	P
771797062597902336	N
771671814338514948	P
771671098534395904	P
771669080470200320	N
771775354671357952	P
771775202229383168	N
771770878564638720	P
771781500350201857	P
771780938347020289	N
771778060228190208	P
771779107210264577	N
771782933451509760	N
771687680023363585	N
771686450895187968	NEU
771730880947712000	NONE
771730088723353600	N
771733250654007296	P
771733231112708096	N
771736766428708864	N
771735580908654592	N
771735113994502144	N
771727311355994112	NONE
771731474387263488	P
771723714253774849	P
771723585505329152	N
771752935369965568	N
771494127334719488	N
771559843211595776	N
771626643257368576	N
771626438134943745	P
771625766522003456	P
771625513466986496	N
771624748929331201	P
771622172351602688	N
771469649905127425	N
771469353325854720	P
771469157128871938	N
771468980796227584	P
771468893584027652	P
771641184145903616	N
771611128837185536	N
771610799185944576	P
771608786284912641	N
771645422167220225	N
771645024584896513	N
771644652814348288	N
771644494940819456	N
771643744600809472	P
771643077270188032	N
771641451222487040	N
771631924133498880	P
771630379274874880	P
771629087852855296	N
771627153033080832	P
771605640930177024	P
771603783985922050	N
771603172796149760	P
771602788346245121	P
771602329560756224	N
771614140070703105	N
771613287913955328	N
771612552212025344	P
771619929762123776	P
771619662803066882	P
771646084732956672	N
771806795237060608	N
771806058176184320	P
771805845193719809	P
771809957029306368	NEU
771809938171723776	NONE
771804726631464960	P
771810885438431236	N
771801773472358400	N
771801538310307840	N
771801482647728128	P
771800549087928324	N
771813436430938113	N
771705981277507584	NEU
771704551841865728	N
771696509729595392	N
771689584052895744	P
771684839636566016	N
771684320402636804	N
771682761543413760	N
771702852033052672	N
771694214707081217	P
771692916565762048	N
771483838908395521	N
771483712521396229	P
771508327511683072	NEU
771505945386094592	N
771499228271083521	N
771503051731505152	N
771497464943837184	P
771497337260797953	P
771681004520112128	P
771746617166815232	NONE
771746183387680773	N
771745446180057089	NEU
771744808289394689	P
771744449193992193	N
771750846698840068	N
771748984784314369	N
771739525919936512	N
771482382536933376	N
771481703869247492	N
771525398756749312	N
771516482920542208	N
771818323378003972	N
771877567175483396	N
771891717909938176	N
771819815354847232	N
771867354569531393	NEU
771860256490151936	P
771886497687543808	N
771866009472999424	P
771865512246702080	P
771865231182168064	P
771861112644046848	N
771859162196238336	N
771835643320233984	P
771839367937716224	P
771837429473021952	N
771836578465476608	N
771885164502843392	NONE
771903512305360896	P
771903366322647040	P
771822537403531265	N
771824792534183936	N
771831736766492673	N
771855257190141952	P
771855216622891008	P
771854923835273216	N
771856972824150016	P
771856884009672704	N
771828915472039936	NEU
771916212192284673	N
771910717217923072	N
771814701454004226	P
771853316234043392	P
771850313829613568	N
771849655059636224	P
771849086970527744	N
771847176544747522	N
771871295478923264	N
771870167957704704	NEU
771845828134760448	N
771845785143173120	N
771845426244947968	N
771844261365121024	NONE
772740693542440960	NONE
772740504551297024	P
772893050913841156	P
772891871588782089	P
772891601840566272	NONE
772891377017446401	N
772891074889121792	P
772890992299171840	P
772886241432010752	NEU
772886102772416512	P
772893899673178112	N
772897526831779840	N
772896139091841024	P
772896079943786496	P
772895418413903872	P
772889655100469250	N
772889574141984769	P
772770942523146240	N
772769158375301120	P
772758252002144257	N
772758218829361152	P
772757220433985536	N
772756074768240640	N
772755829141286912	N
772838025923616773	NEU
772831745041457152	N
772830607416107008	P
772830495906336768	P
772832679129645056	N
772832418197827584	N
772836536962453504	P
772826477788270592	NEU
772825676793589760	N
772825430109908992	P
772825365769285632	NEU
772828002610716672	N
